Date,ExchangeRate,CurrencyCode
2023-06-24,7.4485,DKK
2023-06-24,23.6540,CZK
2023-06-24,369.9000,HUF
2023-06-24,7.8141,CNY
2023-06-24,3.9401,ILS
2023-06-24,89.2205,INR
2023-06-24,8.5216,HKD
2023-06-24,16337.6900,IDR
2023-06-24,5.2235,BRL
2023-06-24,0.9773,CHF
2023-06-24,1.4380,CAD
2023-06-24,0.8548,GBP
2023-06-24,1.9558,BGN
2023-06-25,0.8548,GBP
2023-06-25,369.9000,HUF
2023-06-25,7.8141,CNY
2023-06-25,8.5216,HKD
2023-06-25,1.4380,CAD
2023-06-25,148.9000,ISK
2023-06-25,7.4485,DKK
2023-06-25,16337.6900,IDR
2023-06-25,1.6285,AUD
2023-06-25,0.9773,CHF
2023-06-25,89.2205,INR
2023-06-25,3.9401,ILS
2023-06-25,23.6540,CZK
2023-06-25,1.9558,BGN
2023-06-25,5.2235,BRL
2023-06-26,0.8588,GBP
2023-06-26,1.4354,CAD
2023-06-26,369.1000,HUF
2023-06-26,89.5565,INR
2023-06-26,5.2177,BRL
2023-06-26,7.8972,CNY
2023-06-26,7.4458,DKK
2023-06-26,23.6490,CZK
2023-06-26,3.9565,ILS
2023-06-26,148.9000,ISK
2023-06-26,16438.2200,IDR
2023-06-26,1.6346,AUD
2023-06-26,0.9737,CHF
2023-06-26,1.9558,BGN
2023-06-26,8.5481,HKD
2023-06-27,368.5000,HUF
2023-06-27,89.7945,INR
2023-06-27,148.9000,ISK
2023-06-27,1.6369,AUD
2023-06-27,0.9789,CHF
2023-06-27,1.9558,BGN
2023-06-27,8.5782,HKD
2023-06-27,5.2311,BRL
2023-06-27,16427.6900,IDR
2023-06-27,0.8599,GBP
2023-06-27,1.4408,CAD
2023-06-27,3.9830,ILS
2023-06-27,23.6090,CZK
2023-06-27,7.4474,DKK
2023-06-27,7.8976,CNY
2023-06-28,148.5000,ISK
2023-06-28,1.4491,CAD
2023-06-28,23.6830,CZK
2023-06-28,16398.9800,IDR
2023-06-28,5.2940,BRL
2023-06-28,4.0212,ILS
2023-06-28,371.7300,HUF
2023-06-28,7.9262,CNY
2023-06-28,8.5667,HKD
2023-06-28,89.7465,INR
2023-06-28,1.6525,AUD
2023-06-28,7.4469,DKK
2023-06-28,0.8642,GBP
2023-06-28,1.9558,BGN
2023-06-28,0.9822,CHF
2023-06-29,23.6860,CZK
2023-06-29,16408.1200,IDR
2023-06-29,0.9783,CHF
2023-06-29,5.3006,BRL
2023-06-29,149.1000,ISK
2023-06-29,1.6480,AUD
2023-06-29,4.0439,ILS
2023-06-29,1.9558,BGN
2023-06-29,0.8640,GBP
2023-06-29,89.7065,INR
2023-06-29,7.9140,CNY
2023-06-29,370.9000,HUF
2023-06-29,1.4503,CAD
2023-06-29,7.4476,DKK
2023-06-29,8.5713,HKD
2023-06-30,1.6398,AUD
2023-06-30,89.2065,INR
2023-06-30,0.9788,CHF
2023-06-30,1.4415,CAD
2023-06-30,5.2788,BRL
2023-06-30,16384.5400,IDR
2023-06-30,371.9300,HUF
2023-06-30,23.7420,CZK
2023-06-30,7.4474,DKK
2023-06-30,4.0486,ILS
2023-06-30,1.9558,BGN
2023-06-30,0.8583,GBP
2023-06-30,7.8983,CNY
2023-06-30,8.5157,HKD
2023-06-30,148.7000,ISK
